"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","jadx.core.dex.visitors.kotlin","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\kotlin\ProcessKotlinInternals.java","3","199","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"3","jadx.core.dex.visitors.kotlin","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\kotlin\ProcessKotlinInternals.java","3","200","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\AbstractRegionVisitor.java","3","15","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\AbstractRegionVisitor.java","3","19","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\CheckRegions.java","3","97","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\CleanRegions.java","1","29","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\CleanRegions.java","3","38","Avoid unused private methods such as 'canRemoveRegion(IContainer)'.","Best Practices","UnusedPrivateMethod"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\DepthRegionTraversal.java","1","11","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\DepthRegionTraversal.java","3","32","Avoid assignments in operands","Error Prone","AssignmentInOperand"
"3","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\DepthRegionTraversal.java","3","54","Avoid assignments in operands","Error Prone","AssignmentInOperand"
"4","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\DepthRegionTraversal.java","3","86","Thrown exception does not preserve the stack trace of exception 'overflow' on all code paths","Best Practices","PreserveStackTrace"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfMakerHelper.java","1","33","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfMakerHelper.java","2","79","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfMakerHelper.java","3","334","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfRegionVisitor.java","1","39","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfRegionVisitor.java","3","92","Empty else statement","Code Style","EmptyControlStatement"
"3","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfRegionVisitor.java","3","119","Unnecessary return statement","Code Style","UnnecessaryReturn"
"4","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfRegionVisitor.java","1","151","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"5","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfRegionVisitor.java","3","154","This if statement can be replaced by `return {condition} && {thenBranch};`","Design","SimplifyBooleanReturns"
"6","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\IfRegionVisitor.java","3","170","Empty if statement","Code Style","EmptyControlStatement"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\LoopRegionVisitor.java","3","81","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\LoopRegionVisitor.java","3","136","Thrown exception does not preserve the stack trace of exception 'error' on all code paths","Best Practices","PreserveStackTrace"
"3","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\LoopRegionVisitor.java","3","401","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"4","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\LoopRegionVisitor.java","3","453","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"5","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\LoopRegionVisitor.java","3","457","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\RegionMaker.java","3","997","Empty if statement","Code Style","EmptyControlStatement"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\RegionMaker.java","3","1158","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\RegionStack.java","2","25","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\RegionStack.java","2","70","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\RegionStack.java","2","77","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\TernaryMod.java","1","29","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\TernaryMod.java","3","61","This if statement can be replaced by `return {condition} && {thenBranch};`","Design","SimplifyBooleanReturns"
"3","jadx.core.dex.visitors.regions","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\TernaryMod.java","3","299","Empty if statement","Code Style","EmptyControlStatement"
"1","jadx.core.dex.visitors.regions.variables","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\variables\ProcessVariables.java","3","128","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"2","jadx.core.dex.visitors.regions.variables","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\regions\variables\ProcessVariables.java","4","143","Useless parentheses.","Code Style","UselessParentheses"
"1","jadx.core.dex.visitors.rename","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\rename\CodeRenameVisitor.java","2","82","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","jadx.core.dex.visitors.rename","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\rename\CodeRenameVisitor.java","2","100","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","jadx.core.dex.visitors.rename","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\rename\UserRenames.java","3","23","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","jadx.core.dex.visitors.rename","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\rename\UserRenames.java","3","53","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","jadx.core.dex.visitors.shrink","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\shrink\ArgsInfo.java","3","112","Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"2","jadx.core.dex.visitors.shrink","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\shrink\ArgsInfo.java","3","149","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"1","jadx.core.dex.visitors.shrink","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\shrink\CodeShrinkVisitor.java","3","115","Empty if statement","Code Style","EmptyControlStatement"
"2","jadx.core.dex.visitors.shrink","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\shrink\CodeShrinkVisitor.java","3","117","Empty if statement","Code Style","EmptyControlStatement"
"3","jadx.core.dex.visitors.shrink","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\shrink\CodeShrinkVisitor.java","3","252","Empty if statement","Code Style","EmptyControlStatement"
"1","jadx.core.dex.visitors.ssa","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\ssa\LiveVarAnalysis.java","2","46","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","jadx.core.dex.visitors.ssa","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\ssa\LiveVarAnalysis.java","3","105","Avoid assignments in operands","Error Prone","AssignmentInOperand"
"1","jadx.core.dex.visitors.ssa","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\ssa\SSATransform.java","3","269","Avoid assignments in operands","Error Prone","AssignmentInOperand"
"2","jadx.core.dex.visitors.ssa","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\ssa\SSATransform.java","3","318","This if statement can be replaced by `return {condition} && {thenBranch};`","Design","SimplifyBooleanReturns"
"1","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\FixTypesVisitor.java","2","148","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\FixTypesVisitor.java","3","246","This if statement can be replaced by `return {condition};`","Design","SimplifyBooleanReturns"
"3","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\FixTypesVisitor.java","2","500","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\FixTypesVisitor.java","3","555","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"5","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\FixTypesVisitor.java","3","708","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"6","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\FixTypesVisitor.java","2","731","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"7","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\FixTypesVisitor.java","3","820","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"1","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeCompare.java","3","129","Avoid unused method parameters such as 'array'.","Best Practices","UnusedFormalParameter"
"1","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeInferenceVisitor.java","2","137","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeInferenceVisitor.java","3","240","Empty if statement","Code Style","EmptyControlStatement"
"1","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeSearch.java","3","75","This if statement can be replaced by `return {condition} && {thenBranch};`","Design","SimplifyBooleanReturns"
"2","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeSearch.java","3","170","Avoid unused private methods such as 'resolveIndependentVariables(TypeSearchVarInfo)'.","Best Practices","UnusedPrivateMethod"
"3","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeSearch.java","3","210","Avoid unused private methods such as 'fillTypeCandidates(SSAVar)'.","Best Practices","UnusedPrivateMethod"
"4","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeSearch.java","3","259","Avoid using implementation types like 'ArrayList'; use the interface instead","Best Practices","LooseCoupling"
"5","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeSearch.java","3","334","Avoid unused private methods such as 'collectConstraints(SSAVar)'.","Best Practices","UnusedPrivateMethod"
"1","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","2","91","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","218","Thrown exception does not preserve the stack trace of exception 'error' on all code paths","Best Practices","PreserveStackTrace"
"3","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","273","This if statement can be replaced by `return !{condition} && {thenBranch};`","Design","SimplifyBooleanReturns"
"4","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","312","This if statement can be replaced by `return {condition};`","Design","SimplifyBooleanReturns"
"5","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","335","Avoid unused private methods such as 'invokeListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"6","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","426","Avoid unused private methods such as 'sameFirstArgListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"7","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","434","Avoid unused private methods such as 'moveListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"8","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","2","450","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"9","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","484","Avoid unused private methods such as 'arithListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"10","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","507","Empty if statement","Code Style","EmptyControlStatement"
"11","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","517","Avoid unused private methods such as 'checkCastListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"12","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","563","Avoid unused private methods such as 'arrayGetListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"13","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","601","Avoid unused private methods such as 'arrayPutListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"14","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdate.java","3","629","Avoid unused private methods such as 'ifListener(TypeUpdateInfo, InsnNode, InsnArg, ArgType)'.","Best Practices","UnusedPrivateMethod"
"1","jadx.core.dex.visitors.typeinference","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java","1","3","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","jadx.core.dex.visitors.usage","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\usage\UsageInfoVisitor.java","3","125","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","jadx.core.dex.visitors.usage","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\dex\visitors\usage\UseSet.java","3","13","Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"1","jadx.core.export","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\export\TemplateFile.java","1","23","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.export","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\export\TemplateFile.java","1","29","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"3","jadx.core.export","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\export\TemplateFile.java","3","31","StringBuffers can grow quite a lot, and so may become a source of memory leak (if the owning class has a long life time).","Best Practices","AvoidStringBufferField"
"4","jadx.core.export","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\export\TemplateFile.java","3","109","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"5","jadx.core.export","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\export\TemplateFile.java","3","124","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","jadx.core.plugins","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\plugins\JadxPluginManager.java","2","58","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","jadx.core.plugins","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\plugins\JadxPluginsData.java","3","11","Avoid unused private fields such as 'decompiler'.","Best Practices","UnusedPrivateField"
"2","jadx.core.plugins","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\plugins\JadxPluginsData.java","4","43","Useless parentheses.","Code Style","UselessParentheses"
"1","jadx.core.plugins","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\plugins\PluginContext.java","3","186","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BetterName.java","3","13","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BlockUtils.java","1","42","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BlockUtils.java","3","129","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"3","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BlockUtils.java","3","221","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"4","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BlockUtils.java","4","240","Unnecessary qualifier 'BlockUtils': 'getLastInsn' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BlockUtils.java","3","632","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"6","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BlockUtils.java","3","644","This if statement can be replaced by `return !{condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"7","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\BlockUtils.java","3","806","Avoid assignments in operands","Error Prone","AssignmentInOperand"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugChecks.java","3","27","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugChecks.java","3","184","Avoid unused private methods such as 'checkPHI(MethodNode)'.","Best Practices","UnusedPrivateMethod"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugUtils.java","1","49","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugUtils.java","3","66","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"3","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugUtils.java","2","139","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugUtils.java","2","221","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugUtils.java","2","223","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"6","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DebugUtils.java","2","228","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DecompilerScheduler.java","3","37","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"2","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DecompilerScheduler.java","3","80","Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"3","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\DecompilerScheduler.java","2","146","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\EncodedValueUtils.java","3","32","This utility class has a non-private constructor","Design","UseUtilityClass"
"2","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\EncodedValueUtils.java","3","78","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ErrorsCounter.java","3","42","Avoid unused private methods such as 'addError(N, String, Throwable)'.","Best Practices","UnusedPrivateMethod"
"2","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ErrorsCounter.java","3","72","Avoid unused private methods such as 'addWarning(N, String)'.","Best Practices","UnusedPrivateMethod"
"3","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ErrorsCounter.java","2","75","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ErrorsCounter.java","2","80","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ErrorsCounter.java","2","92","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\GsonUtils.java","3","12","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ImmutableList.java","3","27","This usage of the Collection.toArray() method will throw a ClassCastException.","Error Prone","ClassCastExceptionWithToArray"
"2","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ImmutableList.java","3","91","This final field could be made static","Design","FinalFieldCouldBeStatic"
"3","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ImmutableList.java","3","104","Thrown exception does not preserve the stack trace of exception 'e' on all code paths","Best Practices","PreserveStackTrace"
"4","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\ImmutableList.java","3","219","Avoid using implementation types like 'ImmutableList'; use the interface instead","Best Practices","LooseCoupling"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\InsnList.java","3","65","The method 'iterator()' is missing an @Override annotation.","Best Practices","MissingOverride"
"1","jadx.core.utils","C:\MetricsTest\jadx-master\jadx-core\src\main\java\jadx\core\utils\InsnRemover.java","4","141","Useless parentheses.","Code Style","UselessParentheses"
